Ticker,Company Name,Sector,Industry
ICPT,INTERCEPT PHARMACEUTICALS INC,Healthcare,Biotechnology
ICPW,IRONCLAD PERFORMANCE WEAR CORP,Industrials,Industrial Products
ICUI,ICU MEDICAL INC/DE,Healthcare,Medical Instruments & Equipment
IDA,IDACORP INC,Utilities,Utilities - Regulated
IDCC,"InterDigital, Inc.",Business Services,Communication Services
IDDR,"IDdriven, Inc.",,
IDLM,"Idle Media, Inc.",,
IDSY,ID SYSTEMS INC,Technology,Communication Equipment
IDT,IDT CORP,Business Services,Communication Services
IDXG,"INTERPACE BIOSCIENCES, INC.",Healthcare,Biotechnology
IDXX,Idexx Laboratories Inc,Healthcare,Medical Diagnostics & Research
IDYA,"IDEAYA Biosciences, Inc.",Healthcare,Biotechnology
IEHC,IEH CORPORATION,Technology,Computer Hardware
IEP,ICAHN ENTERPRISES L.P.,Financial Services,Asset Management
IEX,IDEX CORP /DE/,Industrials,Industrial Products
IFF,Intl Flavors & Fragrances,Basic Materials,Chemicals
IGT,International Game Technology,Consumer Cyclical,Travel & Leisure
IHC,INDEPENDENCE HOLDING CO,Financial Services,Insurance - Life
IHRC,Investors Heritage Capital Corp,,
IHRT,"iHeartMedia, Inc.",Consumer Cyclical,Entertainment
IHT,INNSUITES HOSPITALITY TRUST,Real Estate,REITs
IIIN,INSTEEL INDUSTRIES INC,Industrials,Industrial Products
IIN,INTRICON CORP,Technology,Computer Hardware
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES INC,Real Estate,REITs
IIVI,II-VI INC,Industrials,Engineering & Construction
ILMN,ILLUMINA INC,Healthcare,Medical Instruments & Equipment
IMDZ,IMMUNE DESIGN CORP.,Healthcare,Biotechnology
IMGN,IMMUNOGEN INC,Healthcare,Biotechnology
IMGO,"Imago BioSciences, Inc.",Healthcare,Biotechnology
IMKI,IMMEDIATEK INC,,
IMMY,"Imprimis Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers
IMO,IMPERIAL OIL LTD,Energy,Oil & Gas - Integrated
IMPV,IMPERVA INC,Technology,Application Software
IMSCQ,IMPLANT SCIENCES CORP,,
IMTV,"Imagination TV, Inc.",,
INBI,"Infusion Brands International, Inc.",,
INCY,INCYTE CORP,Healthcare,Biotechnology
INFI,"INFINITY PHARMACEUTICALS, INC.",Healthcare,Biotechnology
INFN,INFINERA CORP,Technology,Communication Equipment
INFO,IHS Markit Ltd.,Industrials,Business Services
INFOR,"Infor, Inc.",,
INFU,"InfuSystem Holdings, Inc",Healthcare,Medical Instruments & Equipment
INGR,Ingredion Inc,Consumer Defensive,Consumer Packaged Goods
ININ,"Interactive Intelligence Group, Inc.",Technology,Application Software
INMB,"Inmune Bio, Inc.",Healthcare,Biotechnology
INMD,InMode Ltd.,Healthcare,Medical Devices
INOD,INNODATA INC,Technology,Application Software
INOV,"Inovalon Holdings, Inc.",Technology,Application Software
INSW,"International Seaways, Inc.",Industrials,Transportation & Logistics
INT,WORLD FUEL SERVICES CORP,Energy,Oil & Gas - Refining & Marketing
INTC,INTEL CORP,Technology,Semiconductors
INTT,INTEST CORP,Technology,Semiconductors
INTU,INTUIT INC,Technology,Application Software
INVA,"Innoviva, Inc.",Healthcare,Biotechnology
INVH,Invitation Homes Inc.,Real Estate,Real Estate Services
IO,ION GEOPHYSICAL CORP,Energy,Oil & Gas - Services
IONS,IONIS PHARMACEUTICALS INC,Healthcare,Biotechnology
IOTS,ADESTO TECHNOLOGIES Corp,Technology,Semiconductors
IP,INTERNATIONAL PAPER CO /NEW/,Basic Materials,Packaging & Containers
IPAR,INTER PARFUMS INC,Consumer Defensive,Consumer Packaged Goods
IPAS,IPASS INC,,
IPDN,"Professional Diversity Network, Inc.",Technology,Online Media
IPG,Interpublic Group,Consumer Cyclical,Advertising & Marketing Services
IPGP,IPG PHOTONICS CORP,Technology,Semiconductors
IPHI,INPHI Corp,Technology,Semiconductors
IPI,"Intrepid Potash, Inc.",Basic Materials,Agriculture
IPXL,IMPAX LABORATORIES INC,Healthcare,Drug Manufacturers
IQV,IQVIA HOLDINGS INC.,Healthcare,Medical Diagnostics & Research
IRBT,IROBOT CORP,Technology,Computer Hardware
IRDM,Iridium Communications Inc.,Technology,Communication Equipment
IRG,"Ignite Restaurant Group, Inc.",,
IRIX,IRIDEX CORP,Healthcare,Medical Devices
IRM,Iron Mountain Incorporated,Industrials,Business Services
ISBC,"Investors Bancorp, Inc.",Financial Services,Banks
ISDR,ISSUER DIRECT CORP,Technology,Application Software
ISEE,"IVERIC bio, Inc.",Healthcare,Biotechnology
ISIL,INTERSIL CORP/DE,Technology,Semiconductors
ISO,IsoPlexis Corp,Healthcare,Biotechnology
ISR,"Isoray, Inc.",Healthcare,Medical Diagnostics & Research
ISRG,INTUITIVE SURGICAL INC,Healthcare,Medical Devices
ISSC,INNOVATIVE SOLUTIONS & SUPPORT INC,Industrials,Aerospace & Defense
IT,Gartner Inc,Technology,Application Software
ITCI,"Intra-Cellular Therapies, Inc.",Healthcare,Biotechnology
ITG,"INVESTMENT TECHNOLOGY GROUP, INC.",Financial Services,"Brokers, Exchanges & Other"
ITGR,Integer Holdings Corp,Healthcare,Medical Devices
ITI,"ITERIS, INC.",Technology,Communication Equipment
ITNM,INTERNATIONAL MONETARY SYSTEMS LTD /WI/,,
ITOS,"iTeos Therapeutics, Inc.",Healthcare,Biotechnology
ITRI,ITRON INC /WA/,Technology,Computer Hardware
ITT,ITT Inc.,Industrials,Engineering & Construction
ITW,Illinois Tool Works,Industrials,Industrial Products
IVAC,INTEVAC INC,Technology,Computer Hardware
IVDN,INNOVATIVE DESIGNS INC,Consumer Cyclical,Retail - Apparel & Specialty
IVR,Invesco Mortgage Capital Inc.,,
IVTY,"Invuity, Inc.",Healthcare,Medical Instruments & Equipment
IVZ,Invesco Ltd.,Financial Services,Asset Management
J,Jacobs Engineering Group,Industrials,Engineering & Construction
JACK,JACK IN THE BOX INC /NEW/,Consumer Cyclical,Restaurants
JAGX,"Jaguar Health, Inc.",Healthcare,Drug Manufacturers
JAKK,JAKKS PACIFIC INC,Consumer Cyclical,Travel & Leisure
JAN,JanOne Inc.,Consumer Cyclical,Retail - Apparel & Specialty
JAZZ,Jazz Pharmaceuticals plc,Healthcare,Biotechnology
JBGS,JBG SMITH Properties,Real Estate,REITs
JBHT,J. B. Hunt Transport Services,Industrials,Transportation & Logistics
JBL,JABIL CIRCUIT INC,Technology,Computer Hardware
JBLU,JETBLUE AIRWAYS CORP,Industrials,Airlines
JCG,J CREW GROUP INC,,
JCI,JOHNSON CONTROLS INC,Basic Materials,Building Materials
JCOM,"J2 GLOBAL, INC.",Technology,Application Software
JCP,J C PENNEY CO INC,Consumer Cyclical,Retail - Apparel & Specialty
JCS,COMMUNICATIONS SYSTEMS INC,Business Services,Communication Services
JD,"JD.com, Inc.",,
JDAS,JDA SOFTWARE GROUP INC,,
JEF,Jefferies Financial Group Inc.,Financial Services,Banks
JELD,"JELD-WEN Holding, Inc.",Consumer Cyclical,Manufacturing - Apparel & Furniture
JGPK,"JAGGED PEAK, INC.",,
JHG,JANUS HENDERSON GROUP PLC,Financial Services,Asset Management
JILL,"J.Jill, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
JJSF,J&J SNACK FOODS CORP,Consumer Defensive,Consumer Packaged Goods
JKHY,Henry Jack & Associates Inc,Industrials,Business Services
JLL,JONES LANG LASALLE INC,Real Estate,Real Estate Services
JMBA,"JAMBA, INC.",Consumer Cyclical,Restaurants
JNJ,JOHNSON & JOHNSON,Healthcare,Drug Manufacturers
JNPR,JUNIPER NETWORKS INC,Technology,Communication Equipment
JOE,ST JOE CO,Real Estate,Real Estate Services
JOUT,JOHNSON OUTDOORS INC,Consumer Cyclical,Travel & Leisure
JOY,JOY GLOBAL INC,Industrials,Farm & Construction Machinery
JPM,JPMORGAN CHASE & CO,Financial Services,Banks
JRSH,"Jerash Holdings (US), Inc.",,
JSDA,JONES SODA CO,Consumer Defensive,Beverages - Non-Alcoholic
JUVF,JUNIATA VALLEY FINANCIAL CORP,Financial Services,Banks
JVA,COFFEE HOLDING CO INC,Consumer Defensive,Consumer Packaged Goods
JW-A,"WILEY JOHN & SONS, INC.",Consumer Cyclical,Publishing
JWN,NORDSTROM INC,Consumer Cyclical,Retail - Apparel & Specialty
JXN,Jackson Financial Inc.,,
JYNT,JOINT Corp,Healthcare,Health Care Providers
K,KELLOGG CO,Consumer Defensive,Consumer Packaged Goods
KANP,KAANAPALI LAND LLC,Basic Materials,Agriculture
KAR,"KAR Auction Services, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
KATE,Kate Spade & Co,Consumer Cyclical,Retail - Apparel & Specialty
KBH,KB HOME,Consumer Cyclical,Homebuilding & Construction
KBR,"KBR, INC.",Industrials,Engineering & Construction
KDNY,"CHINOOK THERAPEUTICS, INC.",Healthcare,Biotechnology
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic
KE,"Kimball Electronics, Inc.",Technology,Computer Hardware
KEM,KEMET CORP,Technology,Computer Hardware
KEX,KIRBY CORP,Industrials,Transportation & Logistics
KEY,KeyCorp,Financial Services,Banks
KEYS,"Keysight Technologies, Inc.",Technology,Computer Hardware
KFY,KORN FERRY INTERNATIONAL,Industrials,Employment Services
KHC,Kraft Heinz Co,Consumer Defensive,Consumer Packaged Goods
KIM,Kimco Realty,Real Estate,REITs
KIRK,"KIRKLAND'S, INC",Consumer Cyclical,Retail - Apparel & Specialty
KITE,"Kite Pharma, Inc.",Healthcare,Biotechnology
KKD,KRISPY KREME DOUGHNUTS INC,Consumer Cyclical,Restaurants
KKR,KKR & Co. Inc.,Financial Services,Asset Management
KLAC,KLA TENCOR CORP,Technology,Semiconductors
KLEG,KL Energy Corp,,
KLIC,KULICKE & SOFFA INDUSTRIES INC,Technology,Semiconductors
KLXI,KLX Inc.,Industrials,Aerospace & Defense
KMB,KIMBERLY CLARK CORP,Consumer Defensive,Consumer Packaged Goods
KMG,KMG CHEMICALS INC,Basic Materials,Chemicals
KMI,"KINDER MORGAN, INC.",Energy,Oil & Gas - Midstream
KMPR,KEMPER Corp,,
KMT,KENNAMETAL INC,Industrials,Engineering & Construction
KMX,CARMAX INC,Consumer Cyclical,Autos
KN,Knowles Corp,Industrials,Industrial Products
KND,"KINDRED HEALTHCARE, INC",Healthcare,Health Care Providers
KNOP,KNOT Offshore Partners LP,,
KNSL,"Kinsale Capital Group, Inc.",,
KNX,Knight-Swift Transportation Holdings Inc.,Industrials,Transportation & Logistics
KO,COCA COLA CO,Consumer Defensive,Beverages - Non-Alcoholic
KODK,EASTMAN KODAK CO,Consumer Cyclical,Travel & Leisure
KONAQ,KONA GRILL INC,Consumer Cyclical,Restaurants
KOPN,KOPIN CORP,Technology,Semiconductors
KOS,Kosmos Energy Ltd.,Energy,Oil & Gas - E&P
KPLT,"Katapult Holdings, Inc.",,
KPTI,Karyopharm Therapeutics Inc.,Healthcare,Drug Manufacturers
KR,KROGER CO,Consumer Defensive,Retail - Defensive
KRA,Kraton Corp,Basic Materials,Chemicals
KRC,KILROY REALTY CORP,Real Estate,REITs
KREF,KKR Real Estate Finance Trust Inc.,,
KRFT,"Kraft Foods Group, Inc.",Consumer Defensive,Consumer Packaged Goods
KRG,KITE REALTY GROUP TRUST,,
KRO,KRONOS WORLDWIDE INC,Basic Materials,Chemicals
KRYS,"Krystal Biotech, Inc.",Healthcare,Biotechnology
KSPN,Kaspien Holdings Inc.,Consumer Cyclical,Retail - Apparel & Specialty
KSS,KOHLS Corp,Consumer Cyclical,Retail - Apparel & Specialty
KSU,KANSAS CITY SOUTHERN,Industrials,Transportation & Logistics
KT,KT CORP,,
KTEC_delis,KEY TECHNOLOGY INC,Industrials,Industrial Products
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",Industrials,Consulting & Outsourcing
KTWO,"K2M GROUP HOLDINGS, INC.",Healthcare,Medical Devices
KURA,"Kura Oncology, Inc.",Healthcare,Biotechnology
KW,"Kennedy-Wilson Holdings, Inc.",Real Estate,Real Estate Services
KWR,QUAKER CHEMICAL CORP,Basic Materials,Chemicals
L,Loews Corp.,Financial Services,Insurance - Property & Casualty
LABL,MULTI COLOR Corp,Industrials,Business Services
LAD,LITHIA MOTORS INC,Consumer Cyclical,Autos
LADR,Ladder Capital Corp,,
LAKE,LAKELAND INDUSTRIES INC,Healthcare,Medical Instruments & Equipment
LAMR,LAMAR ADVERTISING CO/NEW,Real Estate,REITs
LANC,LANCASTER COLONY CORP,Consumer Defensive,Consumer Packaged Goods
LAND,GLADSTONE LAND Corp,,
LARK,LANDMARK BANCORP INC,Financial Services,Banks
LAYN,LAYNE CHRISTENSEN CO,Industrials,Engineering & Construction
LAZ,Lazard LTD,Financial Services,"Brokers, Exchanges & Other"
LBRDA,Liberty Broadband Corp,Business Services,Communication Services
LBTYA,Liberty Global plc,Business Services,Communication Services
LBUY,"LEAFBUYER TECHNOLOGIES, INC.",Consumer Cyclical,Travel & Leisure
LC,LendingClub Corp,Financial Services,Credit Services
LCI,LANNETT CO INC,Healthcare,Drug Manufacturers
LCID,"Lucid Group, Inc.",Consumer Cyclical,Autos
LCNB,LCNB CORP,,
LCUT,"LIFETIME BRANDS, INC",Consumer Cyclical,Manufacturing - Apparel & Furniture
LDOS,"Leidos Holdings, Inc.",Technology,Application Software
LDOS_old,"Leidos, Inc.",Technology,Application Software
LE,"LANDS' END, INC.",Consumer Cyclical,Retail - Apparel & Specialty
LEA,LEAR CORP,Consumer Cyclical,Autos
LEAF,LEAF GROUP LTD.,Technology,Online Media
LEAT,Leatt Corp,Consumer Cyclical,Retail - Apparel & Specialty
LECO,LINCOLN ELECTRIC HOLDINGS INC,Industrials,Industrial Products
LEDS,SemiLEDs Corp,Technology,Semiconductors
LEE,"LEE ENTERPRISES, INC",Consumer Cyclical,Publishing
LEG,Leggett & Platt,Consumer Cyclical,Manufacturing - Apparel & Furniture
LEGH,Legacy Housing Corp,Industrials,Engineering & Construction
LEGN,Legend Biotech Corp,Healthcare,Biotechnology
LEN,LENNAR CORP /NEW/,Consumer Cyclical,Homebuilding & Construction
LEVI,LEVI STRAUSS & CO,Consumer Cyclical,Manufacturing - Apparel & Furniture
LFG,Archaea Energy Inc.,Energy,Alternative Energy Sources & Other
LFUS,LITTELFUSE INC /DE,Technology,Computer Hardware
LFVN,Lifevantage Corp,Healthcare,Biotechnology
LGCY,Legacy Reserves Inc.,Energy,Oil & Gas - E&P
LGIH,"LGI Homes, Inc.",Consumer Cyclical,Homebuilding & Construction
LGL,LGL GROUP INC,Technology,Computer Hardware
LGND,LIGAND PHARMACEUTICALS INC,Healthcare,Biotechnology
LH,Laboratory Corp. of America Holding,Healthcare,Medical Diagnostics & Research
LHCG,"LHC Group, Inc",Healthcare,Health Care Providers
LHX,"L3HARRIS TECHNOLOGIES, INC.",Technology,Communication Equipment
LII,LENNOX INTERNATIONAL INC,Industrials,Industrial Products
LIN,LINDE PLC,Basic Materials,Chemicals
LINE,"LINN ENERGY, INC.",Energy,Oil & Gas - E&P
LION,FIDELITY SOUTHERN CORP,Financial Services,Banks
LITE,Lumentum Holdings Inc.,Technology,Communication Equipment
LIVE,LIVE VENTURES Inc,Industrials,Conglomerates
LIVN,LivaNova PLC,Healthcare,Medical Devices
LKQ,LKQ CORP,Consumer Cyclical,Autos
LKSD,"LSC Communications, Inc.",,
LL,"Lumber Liquidators Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
LLL,L-3 Communications Holdings,Industrials,Aerospace & Defense
LLNW,"Limelight Networks, Inc.",Technology,Application Software
LLPP,"Loop Industries, Inc.",,
LLTC,LINEAR TECHNOLOGY CORP /CA/,Technology,Semiconductors
LLY,Lilly (Eli) & Co.,Healthcare,Drug Manufacturers
LMB,"Limbach Holdings, Inc.",Industrials,Engineering & Construction
LMND,"Lemonade, Inc.",Financial Services,Insurance - Property & Casualty
LMNR,Limoneira CO,Basic Materials,Agriculture
LMT,LOCKHEED MARTIN CORP,Industrials,Aerospace & Defense
LNC,LINCOLN NATIONAL CORP,Financial Services,Insurance - Life
LNG,CHENIERE ENERGY INC,Energy,Oil & Gas - Midstream
LNN,LINDSAY CORP,Industrials,Farm & Construction Machinery
LNT,ALLIANT ENERGY CORP,Utilities,Utilities - Regulated
LNTH,"Lantheus Holdings, Inc.",Healthcare,Medical Diagnostics & Research
LOCMQ,LOCAL Corp,,
LOGI,LOGITECH INTERNATIONAL SA,Technology,Computer Hardware
LOGM,"LogMeIn, Inc.",Technology,Application Software
LOPE,"Grand Canyon Education, Inc.",Consumer Defensive,Education
LOV,SPARK NETWORKS INC,Technology,Online Media
LOVE,Lovesac Co,Consumer Cyclical,Manufacturing - Apparel & Furniture
LOW,LOWES COMPANIES INC,Consumer Cyclical,Retail - Apparel & Specialty
LOXO,"Loxo Oncology, Inc.",Healthcare,Biotechnology
LPG,DORIAN LPG LTD.,Energy,Oil & Gas - Services
LPLA,LPL Financial Holdings Inc.,Financial Services,"Brokers, Exchanges & Other"
LPRO,Open Lending Corp,Financial Services,"Brokers, Exchanges & Other"
LPSN,LIVEPERSON INC,Technology,Application Software
LPTH,LIGHTPATH TECHNOLOGIES INC,Technology,Computer Hardware
LPX,LOUISIANA-PACIFIC CORP,Basic Materials,Building Materials
LQDT,LIQUIDITY SERVICES INC,Consumer Cyclical,Retail - Apparel & Specialty
LRCX,LAM RESEARCH CORP,Technology,Semiconductors
LRDC,"Laredo Oil, Inc.",Energy,Oil & Gas - Services
LSCC,LATTICE SEMICONDUCTOR CORP,Technology,Semiconductors
LSI,"LIFE STORAGE, INC.",Real Estate,REITs
LSI_old,Lsi Corp,Real Estate,REITs
LSTR,LANDSTAR SYSTEM INC,Industrials,Transportation & Logistics
LSXMA,Liberty Media Corp,Consumer Cyclical,Entertainment
LSYN,Liberated Syndication Inc.,,
LTC,LTC PROPERTIES INC,,
LTCH,"Latch, Inc.",Technology,Application Software
LTHM,Livent Corp.,Basic Materials,Chemicals
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Technology,Online Media
LTRX,LANTRONIX INC,Technology,Communication Equipment
LULU,lululemon athletica inc.,Consumer Cyclical,Retail - Apparel & Specialty
LUMN,"Lumen Technologies, Inc.",Business Services,Communication Services
LUMO,"LUMOS PHARMA, INC.",Healthcare,Biotechnology
LUNA,LUNA INNOVATIONS INC,Technology,Computer Hardware
LUNG,Pulmonx Corp,Healthcare,Biotechnology
LUV,SOUTHWEST AIRLINES CO,Industrials,Airlines
LVGO,"Livongo Health, Inc.",Technology,Application Software
LVLT,Level 3 Communications,Business Services,Communication Services
LVS,LAS VEGAS SANDS CORP,Consumer Cyclical,Entertainment
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Consumer Packaged Goods
LXP,LEXINGTON REALTY TRUST,,
LXRP,Lexaria Bioscience Corp.,,
LXRX,"LEXICON PHARMACEUTICALS, INC.",Healthcare,Biotechnology
LXU,LSB INDUSTRIES INC,Basic Materials,Chemicals
LYB,LyondellBasell,Basic Materials,Chemicals
LYFT,"Lyft, Inc.",Technology,Application Software
LYV,"Live Nation Entertainment, Inc.",Consumer Cyclical,Entertainment
LZ,"LEGALZOOM.COM, INC.",Business Services,Other
LZB,LA-Z-BOY INC,Consumer Cyclical,Manufacturing - Apparel & Furniture
M,"Macy's, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
MA,Mastercard Inc,Financial Services,Credit Services
MAA,MID AMERICA APARTMENT COMMUNITIES INC.,Real Estate,REITs
MAC,Macerich,Real Estate,REITs
MACK,MERRIMACK PHARMACEUTICALS INC,Healthcare,Biotechnology
MAMS,"MAM SOFTWARE GROUP, INC.",Technology,Application Software
MAN,ManpowerGroup Inc.,Industrials,Employment Services
MANH,MANHATTAN ASSOCIATES INC,Technology,Application Software
MAR,MARRIOTT INTERNATIONAL INC /MD/,Consumer Cyclical,Travel & Leisure
MARA,"Marathon Patent Group, Inc.",Other,Diversified Holdings
MARK,"REMARK HOLDINGS, INC.",Technology,Online Media
MAS,MASCO CORP /DE/,Basic Materials,Building Materials
MASI,MASIMO CORP,Healthcare,Medical Devices
MASS,908 Devices Inc.,Healthcare,Biotechnology
MAT,Mattel Inc.,Consumer Cyclical,Travel & Leisure
MATR,Mattersight Corp,,
MATX,"Matson, Inc.",Industrials,Transportation & Logistics
MAXR,Maxar Technologies Inc.,Industrials,Aerospace & Defense
MB,"MINDBODY, Inc.",Technology,Application Software
MBFI,MB Financial Inc,Financial Services,Banks
MBIO,"MUSTANG BIO, INC.",Healthcare,Biotechnology
MBOT,Microbot Medical Inc.,Healthcare,Medical Instruments & Equipment
MBUU,"MALIBU BOATS, INC.",Consumer Cyclical,Travel & Leisure
MBWM,MERCANTILE BANK CORP,Financial Services,Banks
MC,Moelis & Co,Financial Services,Asset Management
MCBC,MACATAWA BANK CORP,Financial Services,Banks
MCD,MCDONALDS CORP,Consumer Cyclical,Restaurants
MCF,CONTANGO OIL & GAS CO,Industrials,Industrial Products
MCFT,"MCBC Holdings, Inc.",Consumer Cyclical,Autos
MCHP,MICROCHIP TECHNOLOGY INC,Technology,Semiconductors
MCK,MCKESSON CORP,Healthcare,Medical Distribution
MCO,MOODYS CORP /DE/,Financial Services,"Brokers, Exchanges & Other"
MCW,"Mister Car Wash, Inc.",Consumer Cyclical,Personal Services
MCY,MERCURY GENERAL CORP,,
MD,"MEDNAX, INC.",Healthcare,Health Care Providers
MDB,"MongoDB, Inc.",Technology,Application Software
MDLZ,Mondelez International,Consumer Defensive,Consumer Packaged Goods
MDP,MEREDITH CORP,Consumer Cyclical,Publishing
MDR,MCDERMOTT INTERNATIONAL INC,Energy,Oil & Gas - Services
MDRX,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",Technology,Application Software
MDSO,"Medidata Solutions, Inc.",Technology,Application Software
MDT,Medtronic plc,Healthcare,Medical Devices
MDT_old,Medtronic INC,Healthcare,Medical Devices
MDU,MDU RESOURCES GROUP INC,Utilities,Utilities - Independent Power Producers
MDXG,"MIMEDX GROUP, INC.",Healthcare,Medical Devices
MECK,Mecklermedia Corp,,
MED,MEDIFAST INC,,
MEDF,"Medifirst Solutions, Inc.",,
MEDP,"Medpace Holdings, Inc.",Healthcare,Medical Diagnostics & Research
MEET,"Meet Group, Inc.",Technology,Online Media
MEI,METHODE ELECTRONICS INC,Technology,Computer Hardware
MEIP,"MEI Pharma, Inc.",Healthcare,Drug Manufacturers
MELI,MERCADOLIBRE INC,Consumer Cyclical,Retail - Apparel & Specialty
MENI,"Mobilized Entertainment, Inc.",,
MENT,MENTOR GRAPHICS CORP,Technology,Application Software
MET,METLIFE INC,Financial Services,Insurance - Life
MFA,"MFA FINANCIAL, INC.",Real Estate,REITs
MFE,"McAfee, Inc.",,
MFON,MOBIVITY HOLDINGS CORP.,Technology,Application Software
MFRM,MATTRESS FIRM HOLDING CORP.,Consumer Cyclical,Retail - Apparel & Specialty
MGCD,MGC DIAGNOSTICS Corp,Healthcare,Medical Devices
MGEE,MGE ENERGY INC,Utilities,Utilities - Regulated
MGLN,MAGELLAN HEALTH INC,Healthcare,Health Care Providers
MGA,Magna International Inc.,Consumer Cyclical,Autos
MGM,MGM Resorts International,Consumer Cyclical,Travel & Leisure
MGNI,"MAGNITE, INC.",Technology,Application Software
MGNX,MACROGENICS INC,Healthcare,Biotechnology
MGP,MGM Growth Properties LLC,Real Estate,REITs
MGPI,MGP INGREDIENTS INC,Consumer Defensive,Consumer Packaged Goods
MHH,"Mastech Holdings, Inc.",Industrials,Employment Services
MHK,MOHAWK INDUSTRIES INC,Consumer Cyclical,Manufacturing - Apparel & Furniture
MHO,"M/I HOMES, INC.",Consumer Cyclical,Homebuilding & Construction
MIC,Macquarie Infrastructure Corp,Industrials,Transportation & Logistics
MICR,MICRON SOLUTIONS INC /DE/,Healthcare,Medical Devices
MICT,"MICT, Inc.",Industrials,Aerospace & Defense
MIDD,MIDDLEBY CORP,Industrials,Industrial Products
MIK,"Michaels Companies, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
MIND,MITCHAM INDUSTRIES INC,Technology,Computer Hardware
MIST,Milestone Pharmaceuticals Inc.,Healthcare,Biotechnology
MITK,MITEK SYSTEMS INC,Technology,Application Software
MIXX,"MIX 1 LIFE, INC.",,
MJCO,Majesco,Technology,Application Software
MJN,Mead Johnson,Healthcare,Health Care Plans
MJTK,CANNASYS INC,,
MKC,MCCORMICK & CO INC,Consumer Defensive,Consumer Packaged Goods
MKL,MARKEL CORP,Financial Services,Insurance - Property & Casualty
MKSI,MKS Instruments Inc,Technology,Computer Hardware
MKTX,MARKETAXESS HOLDINGS INC,Financial Services,"Brokers, Exchanges & Other"
MLAB,MESA LABORATORIES INC /CO,Technology,Computer Hardware
MLHR,HERMAN MILLER INC,Consumer Cyclical,Manufacturing - Apparel & Furniture
MLI,MUELLER INDUSTRIES INC,Industrials,Industrial Products
MLM,Martin Marietta Materials,Basic Materials,Building Materials
MLVF,"MALVERN BANCORP, INC.",Financial Services,Banks
MMC,"MARSH & MCLENNAN COMPANIES, INC.",Financial Services,"Brokers, Exchanges & Other"
MMEG,MOMENTOUS ENTERTAINMENT GROUP INC,,
MMI,"Marcus & Millichap, Inc.",Real Estate,Real Estate Services
MMM,3M CO,Industrials,Industrial Products
MMMB,"MamaMancini's Holdings, Inc.",Consumer Defensive,Consumer Packaged Goods
MMP,MAGELLAN MIDSTREAM PARTNERS LP,Energy,Oil & Gas - Midstream
MMS,Maximus Inc,Industrials,Business Services
MMSI,MERIT MEDICAL SYSTEMS INC,Healthcare,Medical Devices
MN,"Manning & Napier, Inc.",Financial Services,Asset Management
MNDT,"Mandiant, Inc.",Technology,Application Software
MNDY,monday.com Ltd.,Technology,Application Software
MNI,MCCLATCHY CO,Consumer Cyclical,Publishing
MNK,Mallinckrodt plc,Healthcare,Drug Manufacturers
MNKD,MANNKIND CORP,Healthcare,Biotechnology
MNR,MONMOUTH REAL ESTATE INVESTMENT CORP,,
MNRL,"Brigham Minerals, Inc.",,
MNRO,"MONRO, INC.",Consumer Cyclical,Autos
MNST,Monster Beverage Corp,Consumer Defensive,Beverages - Non-Alcoholic
MNTV,MOMENTIVE GLOBAL INC.,Technology,Application Software
MO,"ALTRIA GROUP, INC.",Consumer Defensive,Tobacco Products
MOBL,"MOBILEIRON, INC.",,
MODN,"MODEL N, INC.",Business Services,Other
MODV,ModivCare Inc,Healthcare,Health Care Providers
MOGO,Mogo Inc.,,
MOH,"MOLINA HEALTHCARE, INC.",Healthcare,Health Care Providers
MON_delist,Monsanto,Basic Materials,Agriculture
MORN,"Morningstar, Inc.",Financial Services,"Brokers, Exchanges & Other"
MOS,MOSAIC CO,Basic Materials,Agriculture
MOV,MOVADO GROUP INC,Consumer Cyclical,Retail - Apparel & Specialty
MPC,Marathon Petroleum Corp,Energy,Oil & Gas - Refining & Marketing
MPLN,MultiPlan Corp,Technology,Application Software
MPW,MEDICAL PROPERTIES TRUST INC,,
MPWR,MONOLITHIC POWER SYSTEMS INC,Technology,Semiconductors
MPX,MARINE PRODUCTS CORP,Consumer Cyclical,Travel & Leisure
MRAM,EVERSPIN TECHNOLOGIES INC,Technology,Semiconductors
MRC,MRC GLOBAL INC.,Energy,Oil & Gas - Services
MRCY,MERCURY SYSTEMS INC,Technology,Computer Hardware
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers
MRNA,"Moderna, Inc.",Healthcare,Biotechnology
MRO,Marathon Oil Corp.,Energy,Oil & Gas - E&P
MRSN,"Mersana Therapeutics, Inc.",Healthcare,Biotechnology
MRTX,"Mirati Therapeutics, Inc.",Healthcare,Biotechnology
MRVL,MARVELL TECHNOLOGY GROUP LTD,Technology,Semiconductors
